ID,target
01dd8785b,1455462.6025802016
01dff0d9c,594872.420373556
01e04a9fb,2402254.163111771
01e06a9f0,6221180.847555246
01e1970fb,3525680.7016085023
01e1ee7f9,8600871.124985848
01e37465e,1497002.9010249018
01e38e47e,245501.76815982905
01e6618b1,1051858.041344067
01e8de681,2800442.362074972
01e9513b2,7938641.072323771
01ea633f5,2490141.091071899
01eba0824,383005.6477452238
01eca1d02,3309463.216684001
01ed1f78a,4767718.055743198
01ee29ec7,6143665.688617276
01eed81f9,4214452.862255288
01ef1d226,1465315.933876392
01f0030e3,384313.87556384684
01f15fad3,2772717.6420079037
01f330ffe,2283315.7634105156
01f39eb1e,556144.9499910162
01f44549a,3915587.0298607885
01f5a652b,4234582.716384635
01f889c84,2851384.394440091
01fa9c31e,1885107.7014707585
01fd4e7e9,669768.0513796628
01fde1134,324740.816552921
01ff14471,1902907.880136204
01ffa7fbe,5630472.003548468
02001f60c,770970.1765409097
0201ea0a0,2788937.7599829095
0201fe232,2208330.130094379
020699f8e,805266.1497923317
0206a24ce,911565.6938511507
0206bfd06,3916416.072786952
020741219,234054.3018991496
020816bdb,1481077.3013081625
0209a7570,6935897.509656198
0209bf7b8,3169450.814910772
0209d2fd2,6826174.469762236
020b294bd,635584.8077535207
020b5b442,426479.746744477
020bd2d15,1047619.1283191164
020eaebb2,6061454.044381582
020ed0585,828847.3495618085
020f67b89,1271804.8949001713
02118146a,1047943.6096578742
0211c154c,4040326.2300015814
0211f9abc,4715159.153811143
021257ae5,16275040.032118864
02135d6ab,1486053.4939382083
02170db23,336976.94636644755
02180e987,575054.2626473106
0218218c1,10974466.618519267
0218cd3d7,4098264.0344917807
0219f8398,2441400.6020169854
021aee575,1801570.8849792
021bd4dca,4557432.6457383055
021da9216,1020848.1839057296
021ebd418,6216439.203015537
021fd795a,2560914.026101332
02223cd36,4015756.5113436556
0223c16c1,1467689.6357970499
022678dd2,5091995.721685536
022792b0a,7655984.93181798
022804284,1140516.2130320221
0228aa82d,6145249.518468076
0229e75c4,3310020.4681332344
022a8c2f7,2758762.7327885455
022cb2631,1295819.0167034455
0230d4064,3539109.825776221
023377ebc,2172190.4242017926
02342e4f7,215597.15595118148
0235e2eab,1874860.540536076
023990ec3,2669317.7499817084
023ac9a3c,924865.3040551475
023b81381,1715994.7275196097
023fa6bf0,1994751.938194625
024078072,2674910.460146493
0241d1cc7,638046.9797927516
0241dbd70,5058018.73101604
02423aea3,737485.4566624695
0242e62ca,1569532.6734299785
024306e5d,362157.2686462495
0244ca2e6,800668.4265301832
0245590f8,531842.3954092853
0246d6ee2,635400.5594423338
024739c7d,6606994.337322441
024766f47,1290540.0665080156
024813220,347977.7128745673
024890eac,2340451.3626289163
024c65d46,1387347.7468419054
024c8f9db,1264869.0123604892
024cbb5b4,905209.4228863065
024d9058c,828110.8743222263
024fe32af,794004.8802520543
025045845,6060863.715483142
0250eb809,1066553.7004801736
025179e5e,686382.7017280431
02537cf5e,583811.8616291219
0254223d8,5159856.275610293
0256c0b0e,22343611.89520109
025774ca3,6677571.500824333
025786cb9,2983599.7779953363
0257e2b97,2145850.3750773487
025994da9,2195191.5533915735
025a2f31f,938964.0664992332
025a544da,809161.3609409705
025a96ed9,1489137.6992689075
025abdc92,1298834.1885977695
025ba7d70,1075777.8718446025
025c222b3,1138482.0687797295
025c7bb5f,2633562.4009293816
025e5d770,924954.3726048694
02635ccad,6703725.980050793
02648787c,1557335.4347336541
026756d03,2209528.6121408185
0267a271c,1309182.449976314
02681ecec,1186034.7455125933
02697d7c3,3681524.4583380036
0269a6f71,5359146.282206339
0269d314c,4616387.879033186
0269dba28,2859962.755266707
026a61d88,3198353.9658937454
026aeaa2c,4282777.636337864
026b02a83,1672220.2683870723
026baed22,4700368.605063959
026c4e17b,632386.7846742023
026c5991c,3661515.569424608
026cf59d9,310380.1181332958
026cfc392,239876.44089393734
0270a390f,927663.1567380424
0270be3af,1090001.7238505143
0270e156b,1109061.7109521953
027124809,1406184.2935589538
0272c405a,4915999.007775871
027400cb8,1193592.029841935
0274ce8b8,1399851.2276738521
027769b10,6377180.474899033
0277d96d0,1612814.284287924
027a21566,7795942.171043807
027c75423,5189533.400000029
027cc80a8,3591178.678159025
027d5aea6,2083616.3849672708
02865c5ec,13343573.591264123
0287280ba,1948107.481907649
02898064e,3900709.6761906873
028988631,6014540.610960472
028a5c0d4,506410.0869298436
028da53a4,3979234.9545619264
028ee267a,761515.5195246048
0292f2fc5,967530.4961606432
02975edfa,481783.2970450871
029a9db2e,2696593.995385881
029b14b56,2019667.200950182
029bbe7d3,1384332.1340372108
029c1e398,1616220.644697524
029da4b41,1946292.6102612927
02a0c1918,449906.4225984578
02a2a1bdf,2635947.5753761465
02a2c00e0,4337824.269233462
02a31514c,7431327.739739868
02a3dc04d,1425238.273171456
02a565b91,987646.1049112563
02ac98fd5,4124691.44476695
02adff31a,14024548.041461403
02affe93a,2589539.361251512
02afff518,1290323.9476358597
02b000198,2326824.4564296994
02b0b4bae,3575359.7768770275
02b0c3fdb,2721929.0493755885
02b220cf1,2589104.501100668
02b25ade0,7464555.273189814
02b413bb1,2135529.4920146526
02b4aaba1,1016084.4995384035
02b67ff32,2086150.9434268617
02b71a6b2,1532024.9301937101
02b79188f,5068820.674287482
02b8961fc,7499261.657742506
02b96ff6c,4546578.98581195
02bad4594,1374248.7202200643
02bbd7b9d,1624400.291551214
02bcf8e90,854374.7064395219
02bde66d2,1013886.562225949
02bfe3c59,2484640.01881689
02c119238,1862046.3760507272
02c16cb74,1608324.0342451804
02c475e65,2459283.527657456
02c4d224b,2176875.595623761
02c6d9700,1713216.1175072046
02c74523d,1636332.50737485
02c7c5e05,4275820.591991084
02c8a1f80,177720.62350076222
02c8c7175,4372878.61270923
02c91d25d,529474.1488541958
02ce4321f,999460.9347198231
02cfae275,3728670.573242514
02d07cb78,3112871.2052754727
02d147e50,6578667.526969277
02d173c38,219919.49914110737
02d1a1e82,6915883.642539433
02d2dc64c,1736770.3799696427
02d3dcc5a,1982632.5710859129
02d67ed4c,4875089.7278771745
02d682de1,718017.6051295892
02d72b46d,340567.3426372713
02da114c7,3784011.2951418306
02da41c7e,1099683.3841471544
02dad771a,1649159.4641782383
02db2bb9a,130809.60258527989
02dc20d11,1297983.7488413744
02dc3b94d,5165033.139450973
02dd17f6f,5142336.0330400225
02deaaed6,1466192.6287387107
02dfd3b7c,841800.2686104722
02e0b923c,4075449.209874196
02e23559a,2099760.5645983657
02e2acbaa,1483177.3625842535
02e5349d9,1017496.9220221827
02e6bbef5,1965200.2886955673
02e7849bb,1100229.0274842824
02e80faad,1124692.4958156045
02eaec8f8,5106074.409918757
02edb9180,17015697.10092755
02ee21874,15038562.400025107
02ef3cdc7,217360.40819774542
02f18ce31,3675960.504920851
02f20fa4a,2292805.0391192874
02f492e98,720241.6655388132
02f7d06a3,4617989.259603227
02f8c9d39,4171526.611476999
02f928f97,6277611.065305712
02f97eb4f,3029627.8049978544
02f9cc844,2703880.0913276365
02f9f46ac,3422588.2136079753
02fb07a76,1479279.9373957857
02fb4683c,1969450.068386466
02fd708e8,6013845.879636123
03026bfdd,4736967.112966899
0304186ba,3678800.830029761
03052941a,1121609.4386098187
030553c29,397413.3044996684
0306f5c13,1611020.7216834938
03078adf4,1248606.1395602024
030a2297c,373955.66917614784
030b9a986,5963325.332926475
030bbd54c,516515.3576919659
030d81f86,5015450.813579571
03101eca5,1087457.5672336842
0311bb483,215357.7795637893
03121027c,1213352.59866887
0312ea7f8,1798629.0534058488
0313323d7,2300580.8058216455
03148fa17,1856515.6860332384
0314aa65d,7873332.356828062
03156f66a,2206016.8303057114
031775c5a,1683724.017093817
0317cd26f,1802873.8251116944
0317dc1c8,1985734.4375654832
031959763,2165074.2465670914
031961e5e,2072111.1723865229
031a6f52d,12809630.343039064
031af41a0,1408527.705663826
031be3013,3953313.4896775912
031c054a3,4743580.387726429
031e02d13,881364.5812072633
031fe6025,816347.2811074025
03226e167,1063117.0245296138
032313121,835880.314733974
03252fdf8,353766.8318075113
0325ef5e3,2339700.0736807454
03278afaa,1894890.9740897564
0329abefe,2698435.7649937933
032b82f0c,4985986.552093561
032cb3413,3066234.1346504553
032f7abe9,8222969.223620808
032fd3cf7,4185364.191534698
033135e05,14184067.603203801
03316e7c8,874457.6142323102
0333c53fa,1937777.4545483338
033611b09,6801151.971864673
033656403,2209613.282453928
0337427ab,3590125.962595099
0338d1fb6,1280830.974758387
033948435,7611153.193005967
033b70fcb,4103394.178222192
033d3323b,1094245.5546899955
033db5f65,2988302.778328113
0341af76c,4248605.986896244
03434b4b4,13046989.382805964
0344e4977,1638393.1178619629
0346fb76b,6683398.296837614
034ad33d6,9646142.012867145
034af5dae,785892.4591904667
034b70bda,371461.4068042388
034f2607b,784559.0819139419
034f28339,471823.335154747
034fb173b,806508.2768747247
03504923d,13498771.38740864
035226e6e,1493554.9323318333
035585d5c,4580705.783012388
035643e2b,747537.0436645106
0356dfccd,2052311.9510762664
0356fc880,2724631.071415138
03578cd16,559492.9451481316
0358c22f6,1472538.73450848
035a91cf2,1045528.0496712242
035b789d2,1603801.359276205
03610ecc7,1518897.697003655
03656e62f,8869457.012599986
0365b7b3a,960683.0656149334
0365f0a9f,3567168.6846511737
0367cb231,2891950.4408675525
03687090c,2748545.078692667
036b2dd1e,3460649.219956881
036f3dd40,466627.1123526439
03700787a,7251082.403959555
03705c6ef,4786852.846853149
03722e7be,11427516.821577776
037248721,5209919.163057505
037269293,4450444.678546836
03782136e,3300724.158251932
03796cf0e,2448876.0405366295
037dc14e7,793464.3754106711
037ec2166,21910085.48605479
037f61da3,9629940.029921534
0380c62db,13660020.21547658
03857cb43,659512.3889453292
0387bf802,848390.902108635
038838fee,1564268.8834777195
0388b0dc1,3763754.65950505
038ad1732,1221623.667026701
038b7c09a,2392799.474646355
038c061e1,10605858.32396736
038da9843,2683615.3519882956
038ded2fe,1060956.1049065269
038f623c2,3103403.1666258126
039105297,450568.39342246996
0391c19bf,3098609.166956245
0393e0694,4506457.126946541
03949736d,14718773.595030224
03959e9a9,1927360.3984024231
03968aeb0,9091038.716397366
039a844b4,1588166.2486434837
039e289ac,1700348.4392278255
03a062fbb,3077552.812388898
03a4623d5,4105277.6319655725
03a546322,920058.726936041
03a5c6003,730722.8163513285
03a5f4351,1015620.5714247612
03a81c915,3057084.740092429
03aaf818c,2184288.442937897
03ab8fc70,1972632.7881732981
03aea7af1,2418862.9828167413
03b10328e,10100822.314623723
03b27dded,2182155.2402315703
03b46ad5d,772680.2601235138
03b4b4a3e,3269323.407399153
03b67d81b,4457556.540712963
03b6c19da,7079598.791660941
03b835ca7,4202160.17937468
03b882553,2935891.385909267
03b99b5f9,2855285.5883577014
03b9a2af2,1693996.7920438412
03baf448a,8796132.059037982
03bedbe9d,937763.7982023931
03bfd20b9,1150171.8320478634
03bfe3bc5,1101165.2918852647
03c18ac69,13373787.607447911
03c27a2bf,9536583.728308674
03c760f76,3835499.795346729
03c8caae7,1811389.1195242605
03c9a65f8,505572.7561630903
03cdb39c1,2002278.4828952814
03d4bd5b8,397532.02231567237
03d73e9c5,2519707.1466754978
03d854501,1918005.2634445827
03d893c26,3942651.537787193
03da7d69e,734388.0504404869
03db05222,2121416.139657693
03dc6875e,216242.98928484033
03dfb0bd7,335330.59080948576
03e09458b,6669658.748701474
03e10ddf7,1661874.023403596
03e28b99f,1446222.6052003403
03e58b888,490519.2044177769
03e592e94,643275.6333809709
03e755a97,1670522.0836818053
03e78798a,3379863.05520295
03e823704,6321229.439450872
03e882a88,1995974.2544124296
03e897c29,2444130.4343462563
03ebad6bc,183634.51142615976
03ebf5ecf,1346456.907124764
03ec3ab4e,238826.8918897636
03ec5eed1,2826034.1276802123
03ed5c911,1752924.887750704
03ed976ab,1893977.1115496326
03ef34c90,1281451.5322647286
03f203cfa,2559280.0978614064
03f3c8c46,764620.4514184063
03f492c31,428680.1019802626
03f5b5e4a,1384531.6711013492
03f6822ee,2345658.198262489
03f6de512,472911.6054453922
03f73ef0e,6527544.974928228
03f74f010,1736618.996277944
03f82bc6c,1701776.3782670232
03fa0306c,1760040.0563133527
03fc7fa27,589423.7773045362
03fe6e716,1717036.416926652
03ffe3f49,3579542.2803181703
04023973e,1018914.815533632
04042f2d4,7977403.563558523
04045c3a4,2571830.1513652066
0404fb8e2,2558958.068729772
0406e6e47,3039949.7910006307
040951939,1832922.4878458185
0409890f8,3761241.2538889414
040ca2949,424820.71038183174
040f6b98c,1032878.9098209973
040fb51e2,303834.80921004235
0411c1468,9848382.85974985
04127fa80,5397223.2748831045
0412f421d,3582602.7749619028
041346d0f,3053769.4144903272
04137899d,9386165.29284648
0419a598f,4150960.5550627564
041abacf2,1156909.5293976904
041ac253e,2064120.924848356
041ae628c,564745.6576532573
041b2eaa1,1953669.97417904
041d211ec,2617440.9823665447
041d6aa88,938535.776789265
041e0fa5a,947053.7804503065
041fec996,891734.788326918
042091615,1996926.0754566856
0423774bc,5222583.313929125
04245c9ab,1802557.1479913706
0425713aa,116408.78321032302
042576594,1862257.5494227
04258a134,2266972.222333272
04290d6e3,2180491.600388599
0429ef94f,8215690.869624932
042acad39,711861.1952844249
042b75b8b,734841.5544334179
042b8215b,9966337.514684817
04305a384,2642742.613724959
04314d3a3,600805.6223807262
04315db05,709795.845870949
04345543a,4450382.753748937
043593500,3810909.803626804
0436f2c86,1702687.4546477532
04370ab18,6858757.864438522
0437281f5,4770413.657166686
0438dc28d,1729349.2098724241
043be1af1,1596014.8269018906
043c23fbe,959754.9483143811
043dce29d,1759991.6573606313
043e4b825,7418912.337980226
043f5244b,1679404.4778847606
043fd2e42,4077982.5198007105
0441a98fe,1725325.08124294
044541178,2064431.801801983
04457b1e5,913466.9713789639
04462ec86,4821415.84241626
044683ae6,4518115.368545462
0448aa36f,3529015.852149325
0449d0137,1815347.5373642305
044b95f86,7351249.837229933
044b97b6c,456172.0467511592
044c7fd20,1299632.7538624469
044c8dfd9,1515059.4198799753
044d8ee8d,884710.616929604
044eb2751,3651639.7955979607
044efc778,3888452.44373656
045082aa1,3665672.869157156
04518a146,753981.8964724827
045239fe8,279626.84647327196
0453a3e09,880999.9433197109
0454417ec,2689058.7972886693
0454de019,2784119.9283693573
04562691c,1993890.0231968411
0458a04a0,2035536.8869216824
045901f6a,3444427.7818806916
045986d3a,5306319.485917623
045bce540,405899.6822547079
045ce5b8c,1421816.2090854235
046021d41,3155597.58855974
0462e36a5,1434612.4556236877
046526fe2,3720139.4156530336
04655596d,1698854.9306996055
04658f5b6,1393938.6444192533
046692f4b,2922385.863239316
046868511,3437340.6221665274
046892828,1415755.3828843574
046b3d7ef,16176119.815710595
046c924e3,509242.9827211254
046e2664e,4843884.613425458
046e3b5b4,3890272.137011337
046f20f0d,7407778.102305212
047157871,9497297.202419376
04722b965,612891.6311770008
0478dd0a3,2107139.422174316
0479371c3,4794081.614560349
047ac78ea,4199481.456883529
0481e6914,821585.8088988431
04822e352,3228471.1139511596
0483111ba,1095416.1125311898
0483794aa,780972.8256243089
048443c83,3105991.3704715115
04847c5ea,794982.4441426499
048658031,1637592.7656765648
048694692,8011443.839685225
048712c35,2232960.5825669626
048b1b81c,6925760.445126186
048def5ee,2512470.6057413644
048e4e5ce,3055080.386134058
049036175,16045745.437100496
04905d5d0,789603.8670064379
0490bce2f,892605.0036337583
0492364a6,1315784.9308379851
0493c1057,2356157.278952538
0494cbc16,2391249.3324141284
049670925,950896.6659466618
04998f537,1233687.128901019
04999528c,3121690.2702475535
049a35c33,344709.1398589316
049a8e3e5,281854.6292322735
049ab0d4d,6674037.857683615
049b66c17,2166494.9643530864
049e17289,972528.891634176
049e7e088,2232023.0170047903
04a049e48,991710.7172610456
04a095504,905658.2143547848
04a105753,2375827.8485820573
04a231167,4859717.604402702
04a3c6d21,340404.06388038705
04a5a539f,1678224.392173252
04a746dc8,1248379.74150948
04a992add,2433970.2285781475
04a9e4aeb,4950588.95476263
04aa2e15a,3027223.904195862
04aa6b5fc,3259505.5792656234
04ab00450,3123085.777555231
04ab1de8e,5825364.47238286
04ad57b6d,936407.8992980636
04ae21348,2368906.573914243
04af5fa34,222666.50781815607
04afeb8ac,2118775.443747647
04b0e1550,905970.009797167
04b1ca833,6079158.96361521
04b2cb591,2106543.6867233114
04b2d3d86,1145460.4797850088
04b432011,202550.43328908025
04b44859f,1101920.435362242
04b56ec7a,379021.16183239524
04b7f99d1,4593677.540988778
04b9581f6,3231304.2923910245
04b98c616,779948.3014069675
04b993254,868430.9120173535
04ba2dd27,596081.3538745003
04bfe03f9,5061360.403991817
04c147ebb,774586.2063485932
04c1c0844,5725598.539180572
04c1c5c42,1576132.6750812854
